X0,X1,X2,X3,X4,X5,X6,X7,X8,class
-0.15609,-0.13105,0.36776,5.2028E-4,0.42803,0.4745,0.059895,-0.0019361,-0.014928,0
0.08924,-0.12472,-0.44352,-0.4573,0.12348,-0.50898,-0.23072,-0.22637,-0.23892,0
0.77655,0.16379,-0.23715,-0.36013,0.98922,-0.49041,0.11705,-0.057274,-0.11762,0
2.0939,0.41602,-0.30198,-0.35756,0.60599,-0.47303,-0.071191,-0.18042,-0.19245,0
4.0802,1.7376,-0.054043,-0.25375,1.3799,-0.062592,0.098569,-0.083316,-0.14561,0
2.489,0.53523,-0.46712,-0.44716,0.80911,-0.34955,-0.075713,-0.21148,-0.23793,0
-0.7476,-0.24356,2.331,2.4786,0.31442,3.3417,0.22472,0.29237,0.33336,0
0.43877,-0.1414,-0.70682,-0.48694,-1.1145,-0.17218,-0.41152,-0.30976,-0.26905,0
-0.36489,-0.20685,0.51451,0.32122,-0.0039065,-0.27816,-0.020323,-0.016717,-0.025694,0
2.3783,0.47082,-0.46796,-0.42734,0.38489,0.0090531,-0.065386,-0.18419,-0.22721,1
-0.62653,-0.25401,0.15411,0.10152,-0.916,-0.38773,-0.24783,-0.16033,-0.12098,1
-0.69192,-0.26165,-0.51434,-0.44207,-1.0105,-0.45997,-0.30251,-0.2782,-0.26709,0
0.64956,-0.010911,-0.47169,-0.45543,0.013456,0.072004,-0.17235,-0.22341,-0.2395,0
2.1444,0.57515,-0.25336,-0.34265,0.5278,0.11046,-0.1069,-0.19405,-0.20509,0
2.0883,0.60836,-0.098333,-0.30598,0.42972,-0.27504,0.063088,-0.075465,-0.12862,0
-0.66162,-0.24934,1.0484,0.9765,0.42247,-0.10598,-0.03429,-0.003556,0.014866,0
0.19482,-0.071887,-0.285,-0.40355,1.0427,-0.2946,0.0089148,-0.13176,-0.17451,0
0.10085,-0.15741,-0.48534,-0.4455,-0.31972,-0.4312,-0.077252,-0.19251,-0.23687,0
-0.49101,-0.22304,0.45087,0.11022,0.39046,-0.23863,0.23546,0.14209,0.020333,0
-0.52776,-0.17918,1.5962,1.0404,0.11336,0.044359,0.25624,0.2402,0.25782,0
-0.88045,-0.26351,0.10326,-0.19527,0.66731,1.1984,-0.085369,-0.13714,-0.12783,0
0.22128,0.081727,0.8851,0.25819,0.58155,3.5823,0.6212,0.26149,0.065143,0
-0.68893,-0.24875,-0.18173,-0.29807,0.20552,3.1901,-0.10175,-0.1574,-0.16569,0
0.77415,-0.042734,-0.60454,-0.49108,0.69936,0.03655,-0.21316,-0.2607,-0.27259,0
0.1024,-0.17256,-0.33536,-0.31104,-0.94907,-0.45951,-0.39883,-0.30516,-0.24575,0
-0.38207,-0.20297,-0.081088,-0.27865,-0.86162,0.19563,-0.053904,-0.083846,-0.12593,0
1.8198,0.47147,-0.089924,-0.27449,-0.050151,-0.34501,-0.079154,-0.1325,-0.17856,0
-0.5306,-0.23633,-0.18086,-0.26419,0.44549,-0.38451,-0.054975,-0.1374,-0.1724,1
-0.52934,-0.2181,0.83798,0.58063,0.47647,-0.33404,0.14729,0.10766,0.11328,0
-0.39738,-0.24478,-0.80752,-0.53386,-1.0044,-0.4683,-0.42742,-0.33629,-0.28912,0
-0.0045846,-0.187,-0.51862,-0.43506,0.4646,-0.47841,-0.17137,-0.20211,-0.23543,1
-0.83434,-0.26565,0.52063,0.36194,0.65108,-0.42276,-0.050861,-0.050454,-0.036647,0
-0.28302,-0.16686,0.63971,0.23902,-0.0067409,1.8182,-0.010792,-0.0014759,-0.0043867,0
-0.55306,-0.2223,-0.071598,-0.30601,-0.33643,-0.44499,0.10365,-0.037027,-0.10474,0
0.85403,0.2019,-0.38889,-0.46404,0.19367,-0.50342,0.1705,-0.057567,-0.15879,0
1.1958,0.084213,-0.42282,-0.41138,-0.27531,-0.43957,-0.23013,-0.2243,-0.23647,0
-0.34851,-0.18453,-0.022402,-0.28128,-0.13824,0.093633,-0.080825,-0.14094,-0.15055,0
0.16841,-0.11704,0.0044414,-0.13991,0.2632,-0.49126,-0.031816,-0.029124,-0.068842,0
-0.77295,-0.26221,-0.094678,-0.24525,0.011002,-0.50895,-0.12706,-0.15684,-0.16666,0
-0.25122,-0.21526,-0.28695,-0.31539,-0.45276,-0.014027,-0.14615,-0.17934,-0.19452,1
2.7574,0.74696,-0.29388,-0.37626,-0.038798,-0.12662,-0.0097989,-0.18166,-0.22864,0
-0.88921,-0.26189,2.2652,2.3628,0.37619,-0.48706,0.235,0.30004,0.36839,0
-0.71749,-0.25598,0.79608,0.73118,0.075782,0.34167,0.090767,0.076079,0.065822,0
2.1496,0.39016,-0.40693,-0.4167,-0.15275,-0.010999,-0.011903,-0.15969,-0.21944,0
-0.5489,-0.22843,0.78509,0.38525,0.14898,-0.0044612,-0.042021,-0.020662,-0.021287,0
1.102,0.077174,-0.10417,-0.23719,-0.015485,0.35667,-0.054888,-0.13665,-0.16533,0
-0.27114,-0.22224,-0.37471,-0.30238,0.56856,-0.41533,-0.12163,-0.14896,-0.15971,0
-0.51549,-0.23874,-0.085615,-0.17765,-0.31531,0.22662,-0.28906,-0.17705,-0.12338,0
-0.20024,-0.19981,0.15566,0.07241,0.048622,-0.45963,-0.014763,-0.038419,-0.074876,0
-0.939,-0.26996,-0.30471,-0.40854,0.22958,-0.30418,-0.0052177,-0.1555,-0.21328,0
-0.21458,-0.11713,1.1187,0.48935,0.035096,-0.29792,-0.076633,0.052381,0.12042,1
0.49382,-0.047279,-0.12932,-0.25623,-0.05878,-0.50724,-0.09375,-0.12376,-0.12542,0
-0.19692,-0.19052,-0.36783,-0.41407,0.32325,-0.28287,-0.1808,-0.24756,-0.23838,0
-0.86957,-0.27383,-0.41201,-0.38733,-0.33668,-0.47774,-0.099002,-0.15091,-0.20734,0
-0.69979,-0.26196,-0.41713,-0.40376,0.50665,-0.50222,-0.078931,-0.17904,-0.21951,0
-0.43422,-0.23639,-0.46614,-0.42718,0.23946,-0.29242,-0.22375,-0.25779,-0.25434,0
-0.84543,-0.27102,-0.56561,-0.48352,0.34468,-0.28082,-0.23764,-0.25148,-0.25975,0
0.038735,-0.14628,-0.11215,-0.2581,0.27353,-0.33464,0.032947,-0.081359,-0.1284,0
-0.74314,-0.2548,0.12242,-0.052059,0.3194,-0.50142,-0.047426,-0.066567,-0.070312,0
-0.24693,-0.19886,0.062551,-0.078754,0.43286,-0.47054,-0.084069,-0.092943,-0.07941,0
-0.172,-0.18342,-0.23049,-0.32066,0.12208,-0.16308,-0.047401,-0.13132,-0.17651,0
-0.07241,-0.1906,-0.46319,-0.43315,0.037658,0.025957,-0.23538,-0.23765,-0.25124,0
0.46645,-0.046508,-0.43053,-0.43331,-0.4421,-0.39927,-0.1494,-0.24875,-0.25084,0
0.35029,-0.098653,-0.20945,-0.29951,-0.28564,1.1067,-0.030976,-0.16293,-0.20562,0
-0.8842,-0.28032,-0.79947,-0.53608,-0.72463,-0.074333,-0.46164,-0.33553,-0.28875,0
-0.34242,-0.22807,-0.4204,-0.38109,-0.24426,-0.29776,-0.2509,-0.20395,-0.20495,0
-0.038789,-0.17487,0.33097,0.19081,-0.056295,-0.4395,-0.018443,-0.036394,-0.035312,0
-0.82073,-0.25797,2.3186,2.4424,0.1361,-0.19422,0.20884,0.28625,0.35263,0
0.016797,-0.1745,-0.25724,-0.25536,0.25233,0.57162,-0.19605,-0.19772,-0.18396,0
0.45915,-0.060743,-0.34383,-0.37971,-0.63752,-0.43176,-0.031243,-0.1496,-0.17828,0
-0.88771,-0.27464,-0.036508,-0.10913,0.18946,-0.096848,-0.12968,-0.13231,-0.13555,0
-0.69317,-0.26413,-0.36288,-0.26026,-1.388,-0.47298,-0.42832,-0.26646,-0.18562,0
-0.81893,-0.26641,-0.17085,-0.28772,0.48365,-0.20302,-0.12064,-0.18833,-0.19936,0
-0.10874,-0.16858,-0.035533,-0.14563,0.10654,-0.29749,-0.17412,-0.10628,-0.079176,0
0.78576,0.13401,-0.19295,-0.33175,0.39311,-0.48812,0.10966,-0.12754,-0.17075,0
-0.53767,-0.21302,1.0783,0.75135,-0.52421,0.98248,-0.10092,-0.046749,0.017955,0
0.24661,-0.1275,-0.67672,-0.5252,0.16739,-0.46657,-0.2342,-0.25674,-0.2596,0
-0.058566,-0.17949,-0.45381,-0.42932,-0.11712,-0.069481,-0.25213,-0.24979,-0.22674,0
1.2044,0.054328,-0.53943,-0.44384,-0.075119,-0.36628,-0.15519,-0.19706,-0.2168,0
-0.063435,-0.10349,0.6646,0.37316,-0.46924,0.89788,-0.10878,0.063196,0.084929,0
-0.17794,-0.19209,-0.16354,-0.27374,-1.481,-0.42687,-0.26224,-0.20392,-0.19899,0
0.087773,-0.18956,-0.72122,-0.51128,0.044589,-0.48597,-0.28588,-0.25782,-0.25854,0
3.5952,1.2209,-0.03604,-0.16683,0.0029278,0.57919,-0.13817,-0.10858,-0.12565,0
-0.35756,-0.19142,0.5409,0.21489,0.044929,0.24923,0.018925,0.058967,0.04175,0
-0.66802,-0.25269,0.67175,0.51826,-0.087274,-0.50623,-0.010516,0.0091235,-0.0034206,0
-0.06908,-0.151,0.22949,-0.057386,0.020576,-0.053668,-0.16256,-0.12855,-0.1327,0
-0.34422,-0.22163,-0.40861,-0.40056,-0.30223,-0.48376,-0.31347,-0.25689,-0.24318,0
-0.62348,-0.2555,-0.45372,-0.41352,0.052793,-0.097452,-0.31564,-0.29463,-0.25923,0
1.0635,0.012233,-0.65883,-0.49715,-0.060379,-0.30089,-0.31808,-0.29986,-0.26696,0
-0.78526,-0.26777,-0.1892,-0.21099,0.0099527,0.40894,-0.18218,-0.171,-0.15772,0
-0.56081,-0.25441,-0.20656,-0.15281,0.262,-0.50903,-0.16333,-0.14269,-0.13681,0
-0.9705,-0.27788,-0.092743,-0.2452,0.037857,-0.14529,-0.047614,-0.10698,-0.13457,0
-0.31018,-0.21422,-0.41469,-0.40455,-0.21674,-0.34793,-0.21231,-0.23869,-0.23208,0
-0.35536,-0.22222,-0.64795,-0.50452,0.50475,-0.42061,-0.15498,-0.25361,-0.27215,0
-0.095251,-0.17566,-0.28159,-0.36137,0.15351,2.0808,-0.2478,-0.24787,-0.24497,0
-0.55584,-0.2288,0.51416,0.24161,-0.031457,-0.44087,-0.1704,-0.12276,-0.071124,0
-0.55752,-0.24916,0.052528,0.016719,-0.32938,-0.50615,-0.11481,-0.10117,-0.094525,0
-0.69939,-0.25619,-0.10744,-0.23429,-0.42551,-0.49478,-0.19658,-0.21337,-0.21046,0
-0.78831,-0.26673,-0.10297,-0.18143,-0.20439,-0.0074881,-0.18097,-0.18025,-0.17554,0
0.57904,-0.047673,-0.55422,-0.46412,-0.2999,1.8901,-0.23247,-0.23122,-0.22458,0
1.6074,0.16351,-0.58166,-0.47581,0.46298,0.074061,-0.33642,-0.29719,-0.27556,0
0.03958,-0.17499,0.093468,0.068062,-0.61827,-0.49465,-0.12559,-0.099209,-0.092596,0
-0.34057,-0.23376,-0.27118,-0.20371,-0.086803,0.026174,-0.18815,-0.15741,-0.16256,0
0.26295,-0.11803,0.69071,0.61225,-0.15812,-0.37239,-0.11106,-0.047107,-0.010504,0
2.4791,0.46879,-0.43936,-0.4263,-0.20759,-0.45198,-0.34831,-0.26193,-0.24507,0
-0.7465,-0.25911,0.70349,0.49007,-0.059582,-0.056688,-0.1587,-0.07092,-0.038487,0
0.58061,-0.075022,-0.22803,-0.31279,-0.47118,0.3759,-0.19014,-0.20348,-0.20641,1
-0.38962,-0.22558,0.73117,0.66075,-0.029954,-0.36625,-0.046871,0.012265,0.015509,0
-0.81482,-0.27619,-0.71105,-0.47931,-0.20628,-0.48481,-0.24509,-0.21327,-0.2225,0
-0.28568,-0.22359,-0.5733,-0.44143,-0.4279,-0.46711,-0.25699,-0.24396,-0.24802,0
-0.49469,-0.24038,-0.29981,-0.33721,-0.44738,-0.40199,-0.22651,-0.19118,-0.20157,0
-0.60356,-0.25237,-0.14648,-0.19577,0.077414,-0.31099,-0.15559,-0.12381,-0.14279,0
-0.89883,-0.27549,-0.27187,-0.29563,-0.14988,0.12679,-0.24718,-0.21334,-0.20822,0
0.18853,-0.12705,-0.24662,-0.31796,0.28329,-0.27724,-0.073048,-0.13416,-0.15286,0
-0.29396,-0.21324,-0.43459,-0.42049,-0.099856,-0.50734,-0.23669,-0.21875,-0.22528,0
-0.29645,-0.22541,0.10563,0.13244,-0.011411,0.34327,-0.17853,-0.11088,-0.085885,0
-0.55557,-0.25479,-0.72561,-0.50598,-0.46856,-0.36628,-0.37837,-0.31965,-0.27799,0
-0.53956,-0.2492,-0.28374,-0.26355,-0.035297,-0.42189,-0.26662,-0.2071,-0.19293,0
-0.2596,-0.14779,1.1432,0.64529,0.54112,0.013648,0.068245,0.094924,0.11349,0
-0.41052,-0.21734,0.044762,-0.11933,-0.0070752,-0.50901,-0.11585,-0.11774,-0.10141,0
-0.019312,-0.1486,-0.41218,-0.41909,0.27523,-0.23062,-0.084248,-0.19495,-0.22774,0
-0.75816,-0.26194,0.75511,0.67964,-0.17073,-0.42855,-0.10563,-0.022703,-0.0010453,0
-0.10604,-0.18963,-0.38142,-0.38524,-0.13785,0.0078764,-0.22751,-0.2229,-0.23562,0
0.31933,-0.10288,-0.52484,-0.45897,0.40114,-0.22288,-0.23406,-0.22846,-0.22971,0
-0.44353,-0.23221,0.65853,0.63874,0.2191,-0.15033,-0.030641,0.0024094,0.013497,0
0.20645,-0.020717,0.68166,0.26609,0.88725,0.23747,0.18037,0.09731,0.083386,0
-0.53076,-0.24812,-0.0079149,-0.063622,-0.0901,-0.48851,-0.17013,-0.15548,-0.15014,0
-0.27994,-0.20779,0.34105,0.088576,0.049843,1.0233,-0.11294,-0.11398,-0.10617,0
1.3044,0.11228,-0.32292,-0.28379,-0.09995,0.78856,-0.15275,-0.15357,-0.14808,1
-0.77763,-0.26549,-0.50514,-0.4571,-0.28139,-0.43257,-0.23876,-0.25677,-0.25917,0
0.34165,-0.10913,-0.46854,-0.41274,0.07266,-0.37077,-0.25156,-0.22318,-0.20784,0
0.036501,-0.18537,-0.36672,-0.33109,0.28883,-0.42148,-0.23227,-0.2114,-0.19649,0
0.35856,0.018062,0.53608,0.19924,-0.25696,-0.21593,0.035238,0.12013,0.12463,0
-0.56851,-0.25785,-0.57002,-0.40621,0.1185,0.0082275,-0.25026,-0.23615,-0.22678,0
-0.71679,-0.26596,-0.49095,-0.41744,-0.54621,1.1826,-0.34014,-0.26023,-0.23786,0
-0.80625,-0.26672,0.52308,0.31835,-0.35915,-0.2064,-0.14431,-0.10207,-0.10047,0
0.098863,-0.11485,-0.13729,-0.31828,-0.5517,-0.20226,0.061379,-0.088043,-0.14271,0
0.49988,-0.11686,-0.57725,-0.44578,-0.31499,1.1283,-0.19222,-0.22039,-0.2432,0
-0.46493,-0.21594,0.082199,-0.16529,-0.59509,-0.42588,-0.16275,-0.13118,-0.13187,0
-0.93126,-0.28305,-0.68797,-0.47696,-0.32243,-0.27208,-0.31656,-0.28369,-0.26163,0
-0.90579,-0.28159,-0.6849,-0.475,-0.81851,-0.49512,-0.36209,-0.29432,-0.27103,0
-0.27539,-0.22258,-0.64582,-0.48765,0.37081,-0.48527,-0.22859,-0.26734,-0.26811,0
0.017893,-0.19219,-0.46573,-0.37132,-0.99972,-0.35936,-0.45641,-0.29718,-0.23306,0
-0.44769,-0.24344,-0.6196,-0.46536,-0.25982,0.50829,-0.28277,-0.23493,-0.23326,0
1.6524,0.21081,-0.59508,-0.48283,-0.59776,-0.49538,-0.14304,-0.26236,-0.25633,0
-0.13903,-0.18323,-0.23312,-0.3027,-0.08862,3.4855,-0.15754,-0.13344,-0.14661,0
-0.58612,-0.24404,-0.33963,-0.40941,-1.2489,-0.47057,-0.26492,-0.2548,-0.25929,0
-0.80684,-0.27448,-0.69803,-0.51245,-0.013624,-0.4925,-0.33832,-0.33321,-0.30362,0
-0.0024727,-0.16875,-0.4733,-0.47091,-0.28837,-0.39341,-0.25788,-0.26221,-0.2594,0
1.8538,0.27226,-0.52823,-0.4133,0.42543,-0.50905,-0.22208,-0.21524,-0.20167,0
0.21689,-0.15858,-0.55888,-0.43897,-0.11669,-0.50895,-0.24504,-0.22309,-0.23694,0
0.18192,-0.14195,-0.59381,-0.48246,0.0035999,3.2246,-0.22318,-0.26992,-0.27076,0
-0.86299,-0.27162,0.12081,0.036644,-0.33027,-0.017771,-0.10937,-0.049068,-0.06205,0
-0.83422,-0.27462,-0.39277,-0.34635,-1.3117,-0.40567,-0.30285,-0.25624,-0.22273,0
-0.8176,-0.27244,-0.51131,-0.42654,-0.25737,0.43249,-0.25374,-0.21962,-0.21483,0
-0.58253,-0.24822,-0.2079,-0.29987,-0.11252,-0.41041,-0.25855,-0.20823,-0.19962,0
0.098752,-0.17028,-0.49493,-0.40509,-0.079415,0.88148,-0.32768,-0.27283,-0.2364,0
-0.37958,-0.23012,-0.61558,-0.49333,-0.27291,-0.49382,-0.35104,-0.29777,-0.2668,0
-0.58635,-0.23792,0.17332,-0.017808,-0.41634,0.17197,-0.19268,-0.10805,-0.094343,0
-0.80387,-0.26988,-0.20254,-0.16422,0.074565,-0.090563,-0.25349,-0.1753,-0.14022,0
-0.17999,-0.17046,0.88285,0.67655,-0.15008,-0.44103,-0.024131,0.033675,0.080733,0
-0.93826,-0.28163,-0.61366,-0.46292,-0.59894,0.53029,-0.29196,-0.27788,-0.26679,0
-0.89476,-0.27749,-0.60129,-0.48311,0.0016357,-0.38124,-0.26222,-0.25245,-0.23722,0
1.189,0.11965,-0.30859,-0.35523,-0.012553,0.072187,-0.24597,-0.24862,-0.21131,0
-0.020079,-0.18191,-0.5894,-0.46986,-0.76764,-0.34234,-0.20869,-0.22719,-0.24929,0
-0.069408,-0.20158,-0.67766,-0.50108,-0.57003,0.093103,-0.33211,-0.28819,-0.27109,0
-1.0029,-0.28382,-0.49602,-0.43456,-0.22093,-0.44865,-0.37307,-0.27195,-0.25711,0
-0.40335,-0.23711,-0.45316,-0.36437,-0.28476,-0.4176,-0.25638,-0.22012,-0.2105,0
-0.73431,-0.26847,-0.5101,-0.42077,-0.18729,-0.50796,-0.26086,-0.22609,-0.22656,0
-0.49019,-0.24082,-0.43737,-0.40355,-0.45028,-0.50896,-0.36642,-0.28266,-0.24921,0
-0.38111,-0.19737,0.15092,-0.050316,-0.14257,-0.29072,-0.049159,-0.030206,-0.033158,0
-0.021065,-0.18086,-0.32083,-0.34523,-0.11523,-0.36174,-0.26458,-0.25104,-0.22478,0
0.21723,-0.084632,-0.029203,-0.24896,-0.073503,0.40582,-0.19366,-0.16842,-0.1558,0
-0.95313,-0.28118,-0.34732,-0.28675,-0.32774,0.041982,-0.27853,-0.22367,-0.18717,0
-0.75077,-0.26869,-0.57557,-0.40549,0.05068,1.6046,-0.25198,-0.22272,-0.20593,0
6.3678E-4,-0.18519,-0.65198,-0.50336,-0.41227,-0.50896,-0.29283,-0.28437,-0.26591,0
4.7309,1.6123,-0.39651,-0.34496,-0.16758,-0.46576,-0.16398,-0.16977,-0.1712,0
2.5365,0.41834,-0.30009,-0.30222,-0.46188,0.74806,-0.24636,-0.24656,-0.22238,0
-0.38878,-0.22815,-0.29404,-0.34842,-0.34782,-0.49142,-0.3095,-0.26256,-0.25268,0
1.1205,0.12321,-0.09687,-0.20543,0.11169,0.82187,-0.095578,-0.169,-0.13577,0
0.38317,-0.10322,-0.40501,-0.40757,-0.27648,0.07514,-0.31331,-0.26954,-0.23531,0
0.60095,-0.0087978,-0.34057,-0.41126,-1.1067,-0.3693,0.10531,-0.11232,-0.17861,0
-0.18619,-0.17223,0.6594,0.3826,-0.064679,-0.47411,-0.10606,-0.018792,0.0015421,0
-0.63859,-0.24985,0.74141,0.5778,-0.15411,-0.50809,-0.14357,-0.074186,-0.039839,0
0.64334,-0.054496,0.052628,-0.048641,-0.28102,-0.48787,-0.22124,-0.15857,-0.14867,0
-0.74398,-0.25147,0.8164,0.52291,-0.33811,-0.074507,4.5393E-4,0.023402,0.025631,0
-0.74641,-0.26484,-0.098146,-0.16268,0.039731,-0.50733,-0.19016,-0.17719,-0.16904,0
-0.88396,-0.2797,-0.68763,-0.49682,-0.21842,1.599,-0.39036,-0.30478,-0.27486,0
-0.5738,-0.24806,-0.088548,-0.14756,-0.05103,-0.34015,-0.11919,-0.11002,-0.10316,0
-0.88254,-0.27807,-0.43707,-0.34311,-0.61267,-0.49561,-0.16623,-0.14799,-0.16996,0
